1262,5,秋田県,5,53,羽越本線,7,1088,秋田駅,17,秋田市,16,1202,system,2014-12-12 17:44:20,system,2014-12-12 17:44:20,1,39.716748,140.129931
1265,5,秋田県,3,40,秋田新幹線,8,1055,大曲駅,13,大仙市,16,1167,system,2014-12-12 17:44:20,system,2014-12-12 17:44:20,1,39.465712,140.479627999999
1266,5,秋田県,5,40,秋田新幹線,8,1088,秋田駅,14,秋田市,16,1202,system,2014-12-12 17:44:20,system,2014-12-12 17:44:20,1,39.716748,140.129931
1312,6,山形県,6,43,仙山線,1,1188,北山形駅,19,山形市,19,1312,system,2017-10-24 05:10:16,system,2017-10-24 05:10:16,1,38.265902,140.332658
1317,6,山形県,6,24,奥羽本線,2,1193,米沢駅,64,米沢市,19,1317,system,2017-10-24 05:10:16,system,2017-10-24 05:10:16,1,37.909478,140.128209
1324,6,山形県,6,24,奥羽本線,2,1200,茂吉記念館前駅,71,上山市,19,1324,system,2017-10-24 05:10:16,system,2017-10-24 05:10:16,1,38.171249,140.298167
1325,6,山形県,6,24,奥羽本線,2,1201,蔵王駅,72,山形市,19,1325,system,2017-10-24 05:10:16,system,2017-10-24 05:10:16,1,38.20592,140.303299
1326,6,山形県,6,24,奥羽本線,2,1202,山形駅,73,山形市,19,1326,system,2014-12-12 17:44:20,system,2014-12-12 17:44:20,1,38.2480979999999,140.327253
1327,6,山形県,6,24,奥羽本線,2,1188,北山形駅,74,山形市,19,1312,system,2017-10-24 05:10:16,system,2017-10-24 05:10:16,1,38.265902,140.332658
1332,6,山形県,6,24,奥羽本線,2,1206,天童駅,79,天童市,19,1332,system,2014-12-12 17:44:20,system,2014-12-12 17:44:20,1,38.35989,140.369303
1350,6,山形県,6,56,米坂線,3,1193,米沢駅,1,米沢市,19,1317,system,2017-10-24 05:10:16,system,2017-10-24 05:10:16,1,37.909478,140.128209
1351,6,山形県,6,56,米坂線,3,1224,南米沢駅,2,米沢市,19,1351,system,2017-10-24 05:10:16,system,2017-10-24 05:10:16,1,37.896043,140.108364
